id|date_scraped|week_num|year|postal_code|ciqual_text_to_search|found_nutriments|origin|id_product|position|category|subcategory|second_subcategory|title_category_main_page|title_in_page_product|product_name|alcohol_grades|quantity|quantity_units|price|price_units|pvp|ingredients|bar_code|is_new_arrival|previous_pvp|nutriscore|planetscore|ciqual_text|ciqual_id|ewo_ultra_processed_punctuation
155|2026-09-16 11:06:04|38|2026|43812|Big mineral water Solán de Cabras Water & soft drinks Water Still water|0|Manantial Solan de Cabras|27327|44|Agua y refrescos|Agua|Agua sin gas|Bajadas de precio|Bajadas de precio|Agua mineral grande Solán de Cabras||9.0|l|0.57|€/l|5.10|bicarbonato (284 mg/l), calcio (60 mg/l), magnesio (26.7 mg/l),sodio (4.8 mg/l),potasio  (1.0 mg/l)|8411547001092|0|5.34|||||
156|2026-09-16 11:06:04|38|2026|43812|Lemon isotonic drink zero sugar Aquarius Water & soft drinks Isotonic & energy drinks Isotonic|0||29612|45|Agua y refrescos|Isotónico y energético|Isotónico|Bajadas de precio|Bajadas de precio|Bebida isotónica limón Aquarius zero azúcar||1.5|l|1.13|€/l|1.69|ingredientes: agua, acidulante ácido cítrico, estabilizantes: e-576, e-414 y e-445, potenciadores del sabor: cloruro sódico, fosfato potásico y fosfato cálcico, edulcorantes: acesulfamo k, sucralosa y aspartamo, *sales minerales: gluconato de zinc y seleniato de sodio y aromas. contiene una fuente de fenilalanina.|5449000171771|0|2.10|||||
157|2026-09-16 11:06:04|38|2026|43812|Zero zero soft drink Coca-Cola Water & soft drinks Cola drinks Zero cola|0||26997|46|Agua y refrescos|Refresco de cola|Cola zero|Bajadas de precio|Bajadas de precio|Refresco Coca-Cola zero azúcar zero cafeína||3.96|l|2.58|€/l|10.20|ingredientes: agua carbonatada, colorante e-150d, edulcorantes: ciclamato sódico, acesulfamo k y aspartamo, acidulante ácido fosfórico, aromas naturales, aroma cafeína y corrector de acidez: citratos de sodio.|5449000096197|0|11.16|||||
158|2026-09-16 11:06:05|38|2026|43812|Beef and pork burger Meat Burgers and minced food Burgers|0||2872|47|Carne|Hamburguesas y picadas|Hamburguesas|Bajadas de precio|Bajadas de precio|Burger de vacuno y cerdo||0.54|kg|7.31|€/kg|3.95|carne de vacuno 46%, carne de cerdo 44%, agua, maíz, arroz, fibras vegetales, sal, aromas, especias, conservador (e-221) (sulfito), antioxidantes (e-301 y e-331) y colorante (e-120).|8436021411273|0|4.20|||||
159|2026-09-16 11:06:05|38|2026|43812|Mayonnaise Hellmann's Oils, spices & sauces Mayonnaise, ketchup & mustard Mayonnaise|0|España|35840|48|Aceite especias y salsas|Mayonesa ketchup y mostaza|Mayonesa|Bajadas de precio|Bajadas de precio|Mayonesa Hellmann's||0.45|l|5.89|€/l|2.65|ingredientes: aceite de soja2 (64%), agua, vinagre de vino blanco, yema de huevo pasteurizada (5%), zumo de limón concentrado, extracto de pimentón, azúcar, sal, almidón modificado, antioxidante (edta), aroma, colorante (carotenos). 2cultivado de forma sostenible.|8410127050819|0|2.95|||||
160|2026-09-16 11:06:05|38|2026|43812|Lemon flavored tea soft drink Fuze Tea Water & soft drinks Still & tea soft drinks Tea|0||11688|49|Agua y refrescos|Refresco de té y sin gas|Té|Bajadas de precio|Bajadas de precio|Refresco té sabor limón Fuze Tea||1.5|l|0.99|€/l|1.49|ingredientes: agua, azúcar, correctores de acidez: ácido cítrico y citratos de sodio, extracto de té negro (0,1%), zumo de limón a partir de concentrado (0,1%), antioxidante ácido ascórbico, edulcorantes: acesulfamo k y sucralosa y aromas naturales.|5449000329028|0|1.99|||||
161|2026-09-16 11:06:05|38|2026|43812|Smoked bacon slices Monells Deli & cheese Bacon & sausages Bacon|0||21629|50|Charcutería y quesos|Bacón y salchichas|Bacón|Bajadas de precio|Bajadas de precio|Bacón ahumado Monells lonchas||0.225|kg|9.11|€/kg|2.05|panceta de cerdo (95%), sal, conservadores (e-326, e-243, e-250), dextrosa, jarabe de glucosa, estabilizantes (e-451, e-450), antioxidantes (e-331, e-301), aromas, extracto de especias.|8411477916343|0|2.20|||||
162|2026-09-16 11:06:05|38|2026|43812|Chicken 97% stuffed oven roasted slices La Carloteña Deli & cheese Cooked poultry & ham Turkey & others|0|España|56084|51|Charcutería y quesos|Aves y jamón cocido|Pavo y otros|Bajadas de precio|Bajadas de precio|Pollo 97% relleno La Carloteña asado al horno lonchas||0.15|kg|15.33|€/kg|2.30|pollo (97%), [muslo de pollo (48,6%), pollo deshuesado (40%), pechuga de pollo (8,4%)], almidón, proteinas de la leche, proteina de soja, sal, especias, dextrosa, lactosa, almendra molida, estabilizantes (e-450, e-452, e-407), aromas, antioxidantes (e-301, e-331), conservador (e-250). contiene trazas de otros frutos de cascara y huevo. puede contener restos de cartílagos y/o huesos al proceder de un auténtico pollo deshuesado a mano. sin gluten|8437005669765|0|2.40|||||
163|2026-09-16 11:06:05|38|2026|43812|+Proteínas Dairy dessert with strawberry pieces 0% fat 10 g protein Hacendado Dessert & yoghurt Low fat yoghurt Low fat yoghurt|0||20996|52|Postres y yogures|Yogures desnatados|Yogures desnatados|Bajadas de precio|Bajadas de precio|Postre lácteo con fresa +Proteínas 10 g 0% MG||0.48|kg|3.13|€/kg|1.50|leche desnatada pasteurizada, fresa (9.5%), fructosa, almidón modificado, aroma, espesante: pectinas, edulcorantes: acesulfamo potásico y sucralosa, colorante: carmín, fermentos lácticos.|8480000209962|0|1.55|||||
164|2026-09-16 11:06:05|38|2026|43812|Original flavor potato snack Pringles Snacks Potato crisp & snacks Potato crisp|0|EU|33555|54|Aperitivos|Patatas fritas y snacks|Patatas fritas|Bajadas de precio|Bajadas de precio|Aperitivo de patata sabor original Pringles||0.165|kg|12.12|€/kg|2.00|patatas deshidratadas, aceite de girasol, harina de maíz, harina de trigo, harina de arroz, maltodextrina, emulgente (e471), aceite de colza, sal, colorante (norbixina de annato).|5053990101573|0|2.65|||||
165|2026-09-16 11:06:05|38|2026|43812|Wafer bar covered in milk chocolate Huesitos Sugar, sweets & chocolate Chocolate Bars|0||12526|55|Azúcar caramelos y chocolate|Chocolate|Chocolatinas|Bajadas de precio|Bajadas de precio|Barritas de barquillo Huesitos bañadas de chocolate con leche||0.2|kg|9.75|€/kg|1.95|chocolate conleche (44%)[azúcar, manteca de cacao,lechedesnatada en polvo,pasta de cacao,grasas vegetales (palma, shea), lactosueroen polvo(leche), grasa deleche, pasta deavellanas,emulgentes: lecitina (soja)y e-476, aroma], harina detrigo (gluten), azúcar, grasavegetal de palma,lactosueroen polvo(leche), cacao desgrasado (2,7%), pasta deavellanas, lechedesnatada en polvo, harina de arroz, emulgente: lecitina (soja), gasificante: bicarbonato de sodio, sal y aromas.|8410034075103|0|2.50|||||
166|2026-09-16 11:06:05|38|2026|43812|Sour cream and onion potato snack Pringles Snacks Potato crisp & snacks Potato crisp|0|EU|33556|56|Aperitivos|Patatas fritas y snacks|Patatas fritas|Bajadas de precio|Bajadas de precio|Aperitivo de patata sabor crema agria y cebolla Pringles||0.165|kg|12.12|€/kg|2.00|ingredientes: patatas deshidratadas, aceite de girasol, harina de maíz, harina de trigo, harina de arroz, condimento a base de nata acidificada y cebolla (almidón de trigo, potenciadores del sabor {glutamato de monosodio, guanilato disódico, inosinato disódico}, cebolla en polvo, dextrosa, aceite de girasol, sal, almidón de maíz modificado, aromas {leche}, maltodextrina, azúcar, suero de leche dulce en polvo {leche}, nata acidificada en polvo {leche}, jarabe de glucosa en polvo, acidulantes {ácido cítrico, ácido málico}, proteínas de la leche), maltodextrina, emulgente (e471), aceite de colza, sal, colorante (norbixina de annato).|5053990101597|0|2.65|||||
167|2026-09-16 11:06:05|38|2026|43812|Milk chocolate Milka Sugar, sweets & chocolate Chocolate Milk chocolate|0|Alemania|12151|57|Azúcar caramelos y chocolate|Chocolate|Chocolate con leche|Bajadas de precio|Bajadas de precio|Chocolate con leche Milka||0.15|kg|11.00|€/kg|1.65|ingredientes: azúcar, manteca de cacao, pasta de cacao, leche desnatada en polvo, suero de leche en polvo, grasa de leche, emulgente (lecitinas de soja), pasta de avellana, aroma. cacao: 33 % mínimo. puede contener otros frutos decáscara y trigo.|7622201024277|0|1.95|||||
168|2026-09-16 11:06:06|38|2026|43812|Natural coconut-based dessert no added sugar Alpro Dessert & yoghurt Soy desserts Soy desserts|0||22981|58|Postres y yogures|Postres de soja|Postres de soja|Bajadas de precio|Bajadas de precio|Postre de coco natural Alpro sin azúcares añadidos||0.35|kg|6.57|€/kg|2.30|leche de coco (33%) [crema de coco, agua], agua de coco (33%), agua, almidón modificado, fermentos (s. thermophilus, l. bulgaricus). puede contener trazas de soja. sin lácteos y sin gluten. naturalmente sin lactosa.|5411188131380|0|2.60|||||
169|2026-09-16 11:06:06|38|2026|43812|Semi-skimmed Asturiana Eggs, milk & butter Milk & milk alternatives Semi-skimmed milk|1|España|10531|59|Huevos leche y mantequilla|Leche y bebidas vegetales|Leche semidesnatada|Bajadas de precio|Bajadas de precio|Leche semidesnatada Asturiana||6.0|l|1.09|€/l|6.54|leche semidesnatada de vaca|8410297113673|0|7.02|||Milk, semi-skimmed, UHT|19041|
170|2026-09-16 11:06:06|38|2026|43812|Tropical fruit + Milk Bifrutas Juice Assorted fruit Fruit + milk|1|España|10126|60|Zumos|Fruta variada|Fruta + leche|Bajadas de precio|Bajadas de precio|Fruta + leche tropical Bifrutas||1.2|l|1.67|€/l|2.00|agua, leche desnatada (10%), zumo de frutas 7% (piña y mango a partir de concentrado), azúcar, estabilizante (pectina), aroma, acidulante (ácido cítrico), vitaminas c, e y a, edulcorante (sucralosa) y colorante (carotenos).|8410128276003|0|2.19|"{""letter"": ""C"", ""points"": 5, ""negative_points"": {""negative_points"": 5, ""energy_score"": 2, ""sugars_score"": 3, ""saturated_fats_score"": 0, ""salt_score"": 0, ""non_sweeteners_score"": 0}, ""positive_points"": {""positive_points"": 0, ""proteins_score"": 0, ""fiber_score"": 0, ""fruit_percentage_score"": 0}, ""request_made"": {""Energia"": 91.0, ""sucres"": 4.8, ""greixos_saturats"": 0.0, ""sal"": 0.03, ""sodi"": 0.012, ""fibra"": 0.5, ""proteines"": 0.3, ""fruit_percentage"": 7.0, ""ingredients"": ""agua, leche desnatada (10%), zumo de frutas 7% (pi\u00f1a y mango a partir de concentrado), az\u00facar, estabilizante (pectina), aroma, acidulante (\u00e1cido c\u00edtrico), vitaminas c, e y a, edulcorante (sucralosa) y colorante (carotenos).""}, ""nutriscore_category"": ""BEVERAGES""}"||Still beverage with fruit juice and milk|18343|"{""step1"": ""4"", ""step2"": ""2"", ""qualification"": ""4"", ""category"": ""SWEET""}"
171|2026-09-16 11:06:06|38|2026|43812|Beer Estrella Damm Beer, wine & spirits Beer Beer cans|0|EU|66015|61|Bodega|Cerveza|Cerveza lata|Bajadas de precio|Bajadas de precio|Cerveza Estrella Damm|5.4|3.96|l|2.09|€/l|8.28|agua,malta de cebada, arroz, lúpulo.|50648238532|0|10.44|||||
172|2026-09-16 11:06:06|38|2026|43812|+Proteínas Dairy dessert with blueberries 0% fat 10 g protein Hacendado Dessert & yoghurt Low fat yoghurt Low fat yoghurt|0||21073|63|Postres y yogures|Yogures desnatados|Yogures desnatados|Bajadas de precio|Bajadas de precio|Postre lácteo con arándanos +Proteínas 10 g 0% MG||0.48|kg|3.13|€/kg|1.50|leche desnatada pasteurizada, arándano (7.5%), agua, fructosa, almidón modificado, aromas, espesante: pectinas, edulcorantes: acesulfamo potásico y sucralosa, colorante: antocianas, fermentos lácticos.|8480000210739|0|1.55|||||
173|2026-09-16 11:06:06|38|2026|43812|Fresh cow cheese Burgo de Arias Deli & cheese Spreadable cheese, fresh cheese and specialties Fresh cheese|0|España|51044|64|Charcutería y quesos|Queso untable fresco y especialidades|Queso fresco|Bajadas de precio|Bajadas de precio|Queso fresco de vaca Burgo de Arias||0.216|kg|11.57|€/kg|2.50|leche pasterizada de vaca, cuajo y sal. fabricado en una planta donde también se elaboran productos de leche de cabra. sin gluten|8413100611175|0|3.40|||||
174|2026-09-16 11:06:06|38|2026|43812|Special beer San Miguel Beer, wine & spirits Beer Beer cans|0|España|66026|65|Bodega|Cerveza|Cerveza lata|Bajadas de precio|Bajadas de precio|Cerveza especial San Miguel|5.4|3.96|l|1.36|€/l|5.40|agua, malta de cebada, maíz, lúpulo|8410655000874|0|6.96|||||
175|2026-09-16 11:06:06|38|2026|43812|+Proteínas Dairy dessert Coconut flavour 0% fat 10 g protein Hacendado Dessert & yoghurt Low fat yoghurt Low fat yoghurt|0||52855|66|Postres y yogures|Yogures desnatados|Yogures desnatados|Bajadas de precio|Bajadas de precio|Postre lácteo sabor coco +Proteínas 10 g 0% MG||0.48|kg|3.13|€/kg|1.50|leche desnatada, agua, fructosa, coco rallado (0,7%), almidón modificado, aromas, espesante: pectinas, edulcorantes: acesulfame potásico y sucralosa, fermentos lácticos.|8402001019845|0|1.55|||||
176|2026-09-16 11:06:07|38|2026|43812|Whole milk Asturiana Eggs, milk & butter Milk & milk alternatives Whole milk|1|España|10530|67|Huevos leche y mantequilla|Leche y bebidas vegetales|Leche entera|Bajadas de precio|Bajadas de precio|Leche entera Asturiana||6.0|l|1.24|€/l|7.44|leche entera de vaca|8410297113666|0|7.74|||Milk, whole, UHT|19023|
177|2026-09-16 11:06:07|38|2026|43812|Instant cup noodles Yatekomo chicken flavour Gallina Blanca Rice, pulses & pasta Pasta & noodles Oriental noodles|0||8645|68|Arroz legumbres y pasta|Pasta y fideos|Fideos orientales|Bajadas de precio|Bajadas de precio|Fideos orientales Yatekomo sabor pollo Gallina Blanca||0.18|kg|19.17|€/kg|3.45|fideos orientales (harina de trigo, aceite de girasol, sal) (91,7%), condimento (8,3%)(aromas naturales, sal, zanahoria, fibra de avena, azúcar, ajo, grasa de pollo (0,15%), especias, apio , aroma natural de apio, carne de pollo (0,05%), cebada malteada, puerro, perejil). puede contener trazas desoja, pescado, moluscos, crustáceos, leche, mostaza, huevo. contieneapio.|8410300352914|0|4.10|||||
178|2026-09-16 11:06:07|38|2026|43812|Zero orange soft drink with no added sugar Fanta Water & soft drinks Orange & lemon soft drinks Orange|0||27545|69|Agua y refrescos|Refresco de naranja y de limón|Naranja|Bajadas de precio|Bajadas de precio|Refresco Fanta naranja zero azúcares añadidos||2.0|l|0.80|€/l|1.59|ingredientes: agua carbonatada, 4% zumo de naranja *a partir de concentrado, zumo de limon concentrado, acidulantes: ácido cítrico y ácido málico, edulcorantes: acesulfamo k, aspartamo y sacarina sódica, corrector de acidez: citratos de sodio, conservador sorbato potásico, aromas naturales de naranja y otros aromas naturales, antioxidante ácido ascórbico, estabilizante goma guar y colorante carotenes.  contiene azúcares naturalmente presences en el zumo de naranja y limon.|5449000120984|0|1.85|||||
179|2026-09-16 11:06:07|38|2026|43812|Baked beans in tomato sauce Heinz Pizza & ready meals Hot ready meals Stews|0||26138|71|Pizzas y platos preparados|Platos preparados calientes|Platos de cuchara|Bajadas de precio|Bajadas de precio|Alubias con tomate Heinz||0.415|kg|3.13|€/kg|1.30|alubias (51%), tomate (34%), agua, azúcar, vinagre de alcohol, almidón modificado de maiz, sal, extractos de especias y extracto de plantas aromáticas. sin gluten. contiene legumbres, maíz y cebolla . contiene legumbres|5000157024671|0|1.50|||||
180|2026-09-16 11:06:07|38|2026|43812|Florida drink Sunny delight Water & soft drinks Still & tea soft drinks Other still soft drinks|0||27759|75|Agua y refrescos|Refresco de té y sin gas|Otros refrescos sin gas|Bajadas de precio|Bajadas de precio|Bebida Florida Sunny Delight||1.25|l|1.00|€/l|1.25|agua, zumos de frutas a partir de concentrados 5% (naranja 4,4%, pomelo rojo 0,5% y lima 0,1%), azúcar, acidulante: ácido cítrico, estabilizantes: goma arábiga, e-452i y goma de celulosa, aroma natural de naranja con otros aromas naturales, vitaminas: a (añadida como betacaroteno), b6, c, d y e, edulcorantes: sucralosa y ciclamato sódico.|8414100302643|0|1.50|||||
181|2026-09-16 11:06:07|38|2026|43812|Red peach isotonic drink Aquarius Water & soft drinks Isotonic & energy drinks Isotonic|0||16438|76|Agua y refrescos|Isotónico y energético|Isotónico|Bajadas de precio|Bajadas de precio|Bebida isotónica melocotón rojo Aquarius||1.5|l|1.13|€/l|1.69|ingredientes: agua, azúcar, acidulantes: ácido cítrico y ácido málico, potenciadores del sabor: cloruro sódico, fosfato potásico y fosfato cálcico, corrector de acidez: citrato sódico, antioxidante ácido ascórbico, estabilizantes: e-414 y e-445, gluconato de zinc, edulcorantes: sucralosa y acesulfamo k, aromas naturales de limón y otros aromas naturales .|5449000144881|0|2.10|||||
182|2026-09-16 11:06:07|38|2026|43812|Special beer San Miguel Beer, wine & spirits Beer Beer bottles|0|España|66345|78|Bodega|Cerveza|Cerveza botella y botellín|Bajadas de precio|Bajadas de precio|Cerveza especial San Miguel|5.4|3.0|l|1.60|€/l|4.80|agua, lúpulo, maiz, malta de cebada|8410655010552|0|6.84|||||
183|2026-09-16 11:06:08|38|2026|43812|Blueberry flavour soy dessert Alpro Dessert & yoghurt Soy desserts Soy desserts|0||8179|79|Postres y yogures|Postres de soja|Postres de soja|Bajadas de precio|Bajadas de precio|Postre de soja sabor arándanos Alpro||0.4|kg|5.00|€/kg|2.00|base de soja (84,8%)(agua, habas de soja descascarilladas (9,8%)), azúcar, arándano (5,7%), calcio (citratotricálcico), estabilizante (pectinas), ^zanahoria negra, ^zanahoria y arándano, aroma natural, correctores de acidez (citratos de sodio, ácido cítrico), sal marina, antioxidantes (extracto rico en tocoferoles, ésteres de ácidos grasos del ácido ascórbico), vitaminas b2, b12, d2, fermentos del yogur (s. thermophilus, l. bulgaricus). ^concentrados de. puede contener trazas de frutos de cáscara (no cacahuetes). sin lácteos y sin gluten. naturalmente sin lactosa.|5411188137993|0|2.30|||||
184|2026-09-16 11:06:08|38|2026|43812|Energy Ultra drink zero Monster Water & soft drinks Isotonic & energy drinks Energy|0||28670|80|Agua y refrescos|Isotónico y energético|Energético|Bajadas de precio|Bajadas de precio|Bebida energética Energy Ultra zero azúcar Monster||2.0|l|2.64|€/l|5.28|ingredientes: agua carbonatada, acidulante (ácido cítrico), taurina (0.4%), corrector de acidez (citratos de sodio), aromas, extracto de raíz de panax ginseng (0.08%), edulcorantes (sucralosa, acesulfamo k), conservadores (ácido sórbico, ácido benzoico), cafeína (0.03%), l-carnitina l-tartrato (0.015%), vitaminas (b3, b5, b6, b12), cloruro sódico, d-glucuronolactona, extracto de semilla de guaraná (0.002%), inositol.|5060517883836|0|6.68|||||
185|2026-09-16 11:06:08|38|2026|43812|Diet Coke soft drink Coca-Cola Water & soft drinks Cola drinks Zero cola|0||27184|81|Agua y refrescos|Refresco de cola|Cola zero|Bajadas de precio|Bajadas de precio|Refresco Coca-Cola light||2.97|l|2.48|€/l|7.38|agua carbonatada, colorante e-150d, edulcorantes: ciclamato sódico, acesulfamo k y aspartamo, acidulantes: ácido fosfórico y ácido cítrico, aromas naturales y aroma cafeína.|5449000233011|0|8.37|||||
186|2026-09-16 11:06:08|38|2026|43812|Soy natural dessert with coconut Alpro Dessert & yoghurt Soy desserts Soy desserts|0||52513|82|Postres y yogures|Postres de soja|Postres de soja|Bajadas de precio|Bajadas de precio|Postre de soja sabor natural con coco Alpro||0.4|kg|5.00|€/kg|2.00|base de soja (93,1%) (agua, habas de soja descascarilladas (10,4%)), base de coco (6,2%) (agua, crema de coco (2,9%)), azúcar, calcio (citrato tricálcico), estabilizantes (pectinas), correctores de acidez (citratos de sodio, ácido cítrico), aromas naturales, sal marina, antioxidantes (extracto rico en tocoferoles, ésteres ácidos grasos de ácido ascórbico), vitaminas (b12, d2), fermentos (s. thermophilus, l. bulgaricus). puede contener trazas de frutos de cáscara (no cacahuetes). sin lácteos y sin gluten.|5411188138051|0|2.30|||||
187|2026-09-16 11:06:08|38|2026|43812|Pure chocolate with whole almonds Valor Sugar, sweets & chocolate Chocolate Dark chocolate|0||12130|84|Azúcar caramelos y chocolate|Chocolate|Chocolate negro|Bajadas de precio|Bajadas de precio|Chocolate puro Valor con almendras enteras||0.25|kg|15.80|€/kg|3.95|azúcar, pasta de cacao, almendras (25%), manteca de cacao, emulgente: lecitina (soja), aroma. puede contener: leche y otros frutos de cáscara. cacao: 52% mínimo. sin gluten.|8410109000085|0|4.95|||||
188|2026-09-16 11:06:08|38|2026|43812|+Proteínas Dairy dessert with mango and passion fruit purée 0% fat 10 g protein Hacendado Dessert & yoghurt Low fat yoghurt Low fat yoghurt|0||21151|85|Postres y yogures|Yogures desnatados|Yogures desnatados|Bajadas de precio|Bajadas de precio|Postre lácteo con puré mango y maracuya +Proteínas 10 g 0% MG||0.48|kg|3.13|€/kg|1.50|leche desnatada pasteurizada, agua, mango (4.3%), fructosa, maracuyá (0.8%) almidón modificado, aroma, espesante: pectinas, edulcorantes: acesulfamo potásico y sucralosa, colorante: beta carotenos, fermentos lácticos.|8480000211514|0|1.55|||||
189|2026-09-16 11:06:08|38|2026|43812|Lemon and lime flavour soy dessert Alpro Dessert & yoghurt Soy desserts Soy desserts|0||13917|86|Postres y yogures|Postres de soja|Postres de soja|Bajadas de precio|Bajadas de precio|Postre de soja sabor lima limón Alpro||0.4|kg|5.00|€/kg|2.00|base de soja (84,3%) [agua, habas de soja descascarilladas (9,7%), azúcar], jarabe de glucosa-fructosa, mezcla de limón y lima (3,4%), (zumo de limón a partir de concentrado (1,7%), limón (1,1%), zumo de lima a partir de concentrado (0,6%)), correctores de acidez (ácido cítrico, citratos de sodio), estabilizante (pectinas), calcio (fosfato tricálcico), sal marina, concentrado de zanahoria y calabaza, antioxidante (extracto rico en tocoferoles, ésteres de ácidos grasos del ácido ascórbico), aroma, aroma natural de limón con otros aromas naturales, vitaminas b2, b12, d2, fermentos del yogur (s.thermophilus, l. blgaricus). puede contener trazas de frutos de cáscara (no cacahuetes). sin lácteos y sin gluten naturalmente sin lactosa|5411188138013|0|2.30|||||
190|2026-09-16 11:06:08|38|2026|43812|Big mineral water Viladrau Water & soft drinks Water Still water|0|Manantial FONTALEGRE|27253|87|Agua y refrescos|Agua|Agua sin gas|Bajadas de precio|Bajadas de precio|Agua mineral grande Viladrau||9.0|l|0.37|€/l|3.30|bicarbonato (114 mg/l), calcio (28,5 mg/l), sodio (12,2 mg/l), magnesio (4,2 mg/l), sulfato (11,2 mg/l), cloruro (6 mg/l), residuo seco a 180º (137 mg/l)|8411002101206|0|4.14|||||
191|2026-09-16 11:06:09|38|2026|43812|Semi-skimmed Asturiana Eggs, milk & butter Milk & milk alternatives Semi-skimmed milk|1|España|10712|88|Huevos leche y mantequilla|Leche y bebidas vegetales|Leche semidesnatada|Bajadas de precio|Bajadas de precio|Leche semidesnatada Asturiana||1.0|l|1.09|€/l|1.09|leche semidesnatada|8410297012150|0|1.17|||Milk, semi-skimmed, UHT|19041|
192|2026-09-16 11:06:09|38|2026|43812|Fresh cow cheese 0% fat Burgo de Arias Deli & cheese Spreadable cheese, fresh cheese and specialties Fresh cheese|0|España|51043|89|Charcutería y quesos|Queso untable fresco y especialidades|Queso fresco|Bajadas de precio|Bajadas de precio|Queso fresco 0% MG de vaca Burgo de Arias||0.216|kg|11.57|€/kg|2.50|leche pasterizada desnatada vaca, cuajo y sal, elaborado en una fábrica que utiliza leche de cabra,sin gluten|8413100611182|0|3.40|||||
193|2026-09-16 11:06:09|38|2026|43812|Special beer San Miguel Beer, wine & spirits Beer Beer cans|0|España|27103|90|Bodega|Cerveza|Cerveza lata|Bajadas de precio|Bajadas de precio|Cerveza especial San Miguel|5.4|0.33|l|1.52|€/l|0.50|agua, malta de cebada , maiz, lúpulo|8410655000010|0|0.74|||||
194|2026-09-16 11:06:09|38|2026|43812|Beer Estrella Damm Beer, wine & spirits Beer Beer bottles|0|EU|66016|91|Bodega|Cerveza|Cerveza botella y botellín|Bajadas de precio|Bajadas de precio|Cerveza Estrella Damm|5.4|3.0|l|2.32|€/l|6.96|agua,malta de cebada, arroz, lúpulo.|8410793022943|0|8.40|||||
195|2026-09-16 11:06:09|38|2026|43812|Lemon and lime soft drink Sprite Water & soft drinks Orange & lemon soft drinks Lemon and lime|0||28176|92|Agua y refrescos|Refresco de naranja y de limón|Lima limón|Bajadas de precio|Bajadas de precio|Refresco lima limón Sprite||2.64|l|1.52|€/l|4.00|ingredientes: agua carbonatada, azúcar, correctores de acidez: ácido cítrico (e-330) y citratos de sodio (e-331), edulcorantes: acesulfamo k (e-950), aspartamo y neohesperidina dc (e-959) y aromas naturales de limón y lima. contiene una fuente de fenilalanina.|5449000226785|0|4.88|||||
196|2026-09-16 11:06:09|38|2026|43812|Milk chocolate whole almonds Valor Sugar, sweets & chocolate Chocolate Milk chocolate|0||12107|93|Azúcar caramelos y chocolate|Chocolate|Chocolate con leche|Bajadas de precio|Bajadas de precio|Chocolate con leche Valor almendras enteras||0.25|kg|15.80|€/kg|3.95|azúcar, almendra (25%), manteca de cacao, pasta de cacao, leche en polvo, lactosuero en polvo (leche), emulgente: lecitina de soja, aromas. puede contener trazas de avellana.|8410109000078|0|4.95|||||
197|2026-09-16 11:06:09|38|2026|43812|Natural probiotics bifidus 0% fat 0% added sugars Activia Dessert & yoghurt Bífidus Natural bifidus|0||23477|94|Postres y yogures|Bífidus|Bífidus naturales|Bajadas de precio|Bajadas de precio|Bífidus natural probióticos Activia 0% MG  0% azúcares añadidos||0.96|kg|3.44|€/kg|3.30|leche desnatada, leche en polvo, bifidobacterias y fermentos lácticos y gelatina. origen de la leche: españa.|8410500008871|0|3.99|||||
198|2026-09-16 11:06:10|38|2026|43812|Natural probiotics bifidus with artificial sweeteners 0% fat 0% added sugars Activia Dessert & yoghurt Bífidus Natural bifidus|0||23476|95|Postres y yogures|Bífidus|Bífidus naturales|Bajadas de precio|Bajadas de precio|Bífidus natural edulcorado probióticos Activia 0% MG 0% azúcares añadidos||0.96|kg|3.44|€/kg|3.30|leche parcialmente desnatada pasteurizada, leche desnatada en polvo, gelatina, bifidobacterias y fermentos lácticos y edulcorantes (acesulfamo k y sucralosa).|8410500014421|0|3.99|||||
199|2026-09-16 11:06:10|38|2026|43812|Whole milk Asturiana Eggs, milk & butter Milk & milk alternatives Whole milk|1|España|10617|96|Huevos leche y mantequilla|Leche y bebidas vegetales|Leche entera|Bajadas de precio|Bajadas de precio|Leche entera Asturiana||1.0|l|1.24|€/l|1.24|leche entera|8410297112010|0|1.29|||Milk, whole, UHT|19023|
200|2026-09-16 11:06:10|38|2026|43812|Orange soft drink Fanta Water & soft drinks Orange & lemon soft drinks Orange|0||17542|97|Agua y refrescos|Refresco de naranja y de limón|Naranja|Bajadas de precio|Bajadas de precio|Refresco Fanta naranja||4.0|l|0.75|€/l|2.98|ingredientes: agua carbonatada, 5% zumo de naranja *a partir de concentrado, azúcar, acidulantes: ácido cítrico y ácido málico, estabilizantes: e-414, e-444, e-445 y e-412, edulcorantes: e-950 y aspartamo, corrector de acidez: citratos de sodio, conservador: e-202, aromas naturales de naranja y otros aromas naturales, colorante carotenos y antioxidante ácido ascórbico.|5449000350923|0|3.60|||||
201|2026-09-16 11:06:10|38|2026|43812|Lemon and lime soft drink Sprite Water & soft drinks Orange & lemon soft drinks Lemon and lime|0||27845|98|Agua y refrescos|Refresco de naranja y de limón|Lima limón|Bajadas de precio|Bajadas de precio|Refresco lima limón Sprite||0.33|l|1.67|€/l|0.55|ingredientes: agua carbonatada, azúcar, correctores de acidez: ácido cítrico (e-330) y citratos de sodio (e-331), edulcorantes: acesulfamo k (e-950), aspartamo y neohesperidina dc (e-959) y aromas naturales de limón y lima. contiene una fuente de fenilalanina.|5449000205520|0|0.65|||||
